"https://www.musicfestivalwizard.com/festivals/the-musicfest-steamboat-2020/","The MusicFest Steamboat 2020","Steamboat Springs, CO","January 5-10, 2020"
"https://www.musicfestivalwizard.com/festivals/friendship-2020/","Friendship 2020","Miami, FL","January 6-10, 2020"
"https://www.musicfestivalwizard.com/festivals/jam-cruise-2020/","Jam Cruise 2020","Miami, FL","January 7-12, 2020"
"https://www.musicfestivalwizard.com/festivals/70000-tons-of-metal-2020/","70000 Tons of Metal 2020","Miami, FL","January 7-11, 2020"
"https://www.musicfestivalwizard.com/festivals/groove-cruise-miami-2020/","Groove Cruise Miami 2020","Miami, FL","January 9-13, 2020"
"https://www.musicfestivalwizard.com/festivals/tomorrow-never-knows-2020/","Tomorrow Never Knows 2020","Chicago, IL","January 15-19, 2020"
"https://www.musicfestivalwizard.com/festivals/wobbleland-2020/","Wobbleland 2020","San Francisco, CA","January 17-18, 2020"
"https://www.musicfestivalwizard.com/festivals/30a-songwriters-festival-2020/","30A Songwriters Festival 2020","Santa Rosa Beach, FL","January 17-20, 2020"
"https://www.musicfestivalwizard.com/festivals/alter-ego-festival-2020/","Alter Ego Festival 2020","Los Angeles, CA","January 18, 2020"
"https://www.musicfestivalwizard.com/festivals/alter-ego-festival-2021/","Alter Ego Festival 2021","Los Angeles, CA","January 18, 2021"
"https://www.musicfestivalwizard.com/festivals/4xfar-music-festival-2020/","4xFAR Music Festival 2020","Coachella Valley, CA","January 18-19, 2020"
"https://www.musicfestivalwizard.com/festivals/the-rock-boat-2020/","The Rock Boat 2020","Tampa, FL","January 24-29, 2020"
"https://www.musicfestivalwizard.com/festivals/mile-0-festival-key-west-2020/","Mile 0 Festival Key West 2020","Key West, FL","January 28-February 1, 2020"
"https://www.musicfestivalwizard.com/festivals/gem-and-jam-2020/","Gem and Jam 2020","Tucson, AZ","January 31-February 2, 2020"
"https://www.musicfestivalwizard.com/festivals/vewtopia-2020/","Vewtopia 2020","Miami, FL","January 31-February 1, 2020"
"https://www.musicfestivalwizard.com/festivals/shiprocked-2020/","Shiprocked 2020","New Orleans, LA","February 1-6, 2020"
"https://www.musicfestivalwizard.com/festivals/cayamo-2020/","Cayamo 2020","Miami, FL","February 3-10, 2020"
"https://www.musicfestivalwizard.com/festivals/brainquility-fest-2020/","Brainquility Fest 2020","Live Oak, FL","February 6-8, 2020"
"https://www.musicfestivalwizard.com/festivals/one-love-cali-2020/","One Love Cali 2020","Long Beach, CA","February 7-9, 2020"
"https://www.musicfestivalwizard.com/festivals/groundup-music-festival-2020/","GroundUP Music Festival 2020","Miami Beach, FL","February 14-16, 2020"
"https://www.musicfestivalwizard.com/festivals/crush-arizona-2020/","Crush Arizona 2020","Chandler, AZ","February 14, 2020"
"https://www.musicfestivalwizard.com/festivals/crush-san-francisco-2020/","Crush San Francisco 2020","San Francisco, CA","February 14-15, 2020"
"https://www.musicfestivalwizard.com/festivals/forbidden-kingdom-2020/","Forbidden Kingdom Festival 2020","Boca Raton, FL","February 15-16, 2020"
"https://www.musicfestivalwizard.com/festivals/winterwondergrass-colorado-2020/","WinterWonderGrass Colorado 2020","Steamboat Springs, CO","February 21-23, 2020"
"https://www.musicfestivalwizard.com/festivals/arizona-roots-2020/","Arizona Roots 2020","Chandler, AZ","February 22-23, 2020"
"https://www.musicfestivalwizard.com/festivals/noise-pop-2020/","Noise Pop 2020","San Francisco, CA","February 24-March 1, 2020"
"https://www.musicfestivalwizard.com/festivals/innings-festival-2020/","Innings Festival 2020","Tempe, Arizona","February 29-March 1, 2020"
"https://www.musicfestivalwizard.com/festivals/savannah-stopover-2020/","Savannah Stopover 2020","Savannah, GA","March 5-7, 2020"
"https://www.musicfestivalwizard.com/festivals/okeechobee-music-festival-2020/","Okeechobee Music Festival 2020","Okeechobee, FL","March 5-8, 2020"
"https://www.musicfestivalwizard.com/festivals/mcdowell-mountain-music-festival-m3f-2020/","McDowell Mountain Music Festival (M3F) 2020","Phoenix, AZ","March 6-8, 2020"
"https://www.musicfestivalwizard.com/festivals/gasparilla-music-festival-2020/","Gasparilla Music Festival 2020","Tampa, FL","March 7-8, 2020"
"https://www.musicfestivalwizard.com/festivals/crssd-festival-spring-2020/","CRSSD Festival Spring 2020","San Diego, CA","March 7-8, 2020"
"https://www.musicfestivalwizard.com/festivals/9-mile-music-festival-2020/","9 Mile Music Festival 2020","Miami, FL","Cancelled"
"https://www.musicfestivalwizard.com/festivals/311-day-2020/","311 Day 2020","Las Vegas, NV","March 11-13, 2020"
"https://www.musicfestivalwizard.com/festivals/get-lucky-2020/","Get Lucky 2020","Salt Lake City, UT","Cancelled"
"https://www.musicfestivalwizard.com/festivals/lucky-festival-2020/","Lucky Festival 2020","Tacoma, WA","Cancelled"
"https://www.musicfestivalwizard.com/festivals/pot-of-gold-festival-2020/","Pot of Gold Festival 2020","Chandler, AZ","Cancelled"
"https://www.musicfestivalwizard.com/festivals/burgerama-2020/","Burgerama 2020","Los Angeles, CA","March 14, 2020"
"https://www.musicfestivalwizard.com/festivals/jazz-in-the-gardens-2020/","Jazz in the Gardens 2020","Miami Gardens, FL","Postponed"
"https://www.musicfestivalwizard.com/festivals/campfire-gathering-2020/","Campfire Gathering 2020","Dripping Springs, TX","Cancelled"
"https://www.musicfestivalwizard.com/festivals/south-by-southwest-sxsw-2020/","South By Southwest (SXSW) 2020","Austin, TX","Cancelled"
"https://www.musicfestivalwizard.com/festivals/altus-festival-2020/","Altus Festival 2020","South Lake Tahoe, CA","Cancelled"
"https://www.musicfestivalwizard.com/festivals/suwannee-spring-reunion-2020/","Suwannee Spring Reunion 2020","Live Oak, FL","Cancelled"
"https://www.musicfestivalwizard.com/festivals/ultra-miami-2020/","Ultra Miami 2020","Miami, FL","Cancelled"
"https://www.musicfestivalwizard.com/festivals/snoe-down-2020/","snoe.down 2020","Frisco, CO","Cancelled"
"https://www.musicfestivalwizard.com/festivals/powabunga-tahoe-2020/","Powabunga Tahoe 2020","Crystal Bay, NV","Cancelled"
"https://www.musicfestivalwizard.com/festivals/big-ears-2020/","Big Ears 2020","Knoxville, TN","Cancelled"
"https://www.musicfestivalwizard.com/festivals/savannah-music-festival-2020/","Savannah Music Festival 2020","Savannah, GA","Cancelled"
"https://www.musicfestivalwizard.com/festivals/winterwondergrass-california-2020/","WinterWonderGrass California 2020","Squaw Valley, CA","Cancelled"
"https://www.musicfestivalwizard.com/festivals/viva-las-vegas-rockabilly-2020/","Viva Las Vegas Rockabilly 2020","Las Vegas, NV","Cancelled`"
"https://www.musicfestivalwizard.com/festivals/winterwondergrass-vermont-2020/","WinterWonderGrass Vermont 2020","Stratton, VT","Cancelled"
"https://www.musicfestivalwizard.com/festivals/suwannee-rising-2020/","Suwannee Rising 2020","Live Oak, FL","Postponed"
"https://www.musicfestivalwizard.com/festivals/old-settlers-music-festival-2020/","Old Settler’s Music Festival 2020","Dale, TX","Postponed"
"https://www.musicfestivalwizard.com/festivals/moogfest-2020/","Moogfest 2020","Durham, NC","Cancelled"
"https://www.musicfestivalwizard.com/festivals/98rockfest-2020/","98ROCKFEST 2020","Tampa Bay, FL","Postponed"
"https://www.musicfestivalwizard.com/festivals/powabunga-vail-2020/","Powabunga Vail 2020","Vail, CO","Postonponed"
"https://www.musicfestivalwizard.com/festivals/ubbi-dubbi-2020/","Ubbi Dubbi 2020","Fort Worth, TX","Cancelled"
"https://www.musicfestivalwizard.com/festivals/baton-rouge-blues-festival-2020/","Baton Rouge Blues Festival 2020","Baton Rogue, LA","Postponed"
"https://www.musicfestivalwizard.com/festivals/kryptonite-festival-2020/","Kryptonite Festival 2020","Atlanta, GA","Cancelled"
"https://www.musicfestivalwizard.com/festivals/high-water-fest-2020/","High Water Fest 2020","North Charleston, SC","Cancelled"
"https://www.musicfestivalwizard.com/festivals/something-in-the-water-festival-2020/","Something in the Water Festival 2020","Virginia Beach, VA","Cancelled"
"https://www.musicfestivalwizard.com/festivals/new-orleans-jazz-festival-2020/","New Orleans Jazz Festival 2020","New Orleans, LA","Cancelled"
"https://www.musicfestivalwizard.com/festivals/merlefest-2020/","MerleFest 2020","Wilkesboro, NC","Cancelled"
"https://www.musicfestivalwizard.com/festivals/sandjam-music-festival-2020/","SandJam Music Festival 2020","Panama City Beach, FL","Cancelled"
"https://www.musicfestivalwizard.com/festivals/sweetwater-420-festival-2020/","SweetWater 420 Festival 2020","Atlanta, GA","Cancelled"
"https://www.musicfestivalwizard.com/festivals/serenity-gathering-2020/","Serenity Gathering 2020","Oakdale, CA","Cancelled"
"https://www.musicfestivalwizard.com/festivals/freshgrass-festival-bentonville-2020/","FreshGrass Festival Bentonville 2020","Bentonville, AR","Postponed"
"https://www.musicfestivalwizard.com/festivals/tuck-fest-2020/","Tuck Fest 2020","Charlotte, NC","Cancelled"
"https://www.musicfestivalwizard.com/festivals/charm-city-bluegrass-festival-2020/","Charm City Bluegrass Festival 2020","Baltimore, MD","Postponed"
"https://www.musicfestivalwizard.com/festivals/fortress-festival-2020/","Fortress Festival 2020","Fort Worth, TX","Postponed"
"https://www.musicfestivalwizard.com/festivals/wanee-block-party-2020/","Wanee Block Party 2020","Ft. Lauderdale, FL","Cancelled"
"https://www.musicfestivalwizard.com/festivals/sunfest-2020/","Sunfest 2020","West Palm Beach, FL","Cancelled"
"https://www.musicfestivalwizard.com/festivals/just-like-heaven-festival-2020/","Just Like Heaven Festival 2020","Long Beach, CA","Cancelled"
"https://www.musicfestivalwizard.com/festivals/beachlife-festival-2020/","Beachlife Festival 2020","Redondo Beach, CA","Postponed"
"https://www.musicfestivalwizard.com/festivals/jmblya-2020/","JMBLYA 2020","Texas Tour","Postponed"
"https://www.musicfestivalwizard.com/festivals/waking-windows-2020/","Waking Windows 2020","Winooski, VT","Cancelled"
"https://www.musicfestivalwizard.com/festivals/epicenter-festival-2020/","Epicenter Festival 2020","Concord, NC","Cancelled"
"https://www.musicfestivalwizard.com/festivals/iheartradio-country-2020/","iHeartRadio Country 2020","Austin, TX","Postponed"
"https://www.musicfestivalwizard.com/festivals/soundset-2020/","Soundset 2020","St Paul, MN","Cancelled"
"https://www.musicfestivalwizard.com/festivals/welcome-to-rockville-2020/","Welcome to Rockville 2020","Daytona Beach, FL","Cancelled"
"https://www.musicfestivalwizard.com/festivals/shaky-boots-music-festival-2020/","Shaky Boots Music Festival 2020","Atlanta, GA","Cancelled"
"https://www.musicfestivalwizard.com/festivals/the-national-homecoming-2020/","The National Homecoming 2020","Cincinnati, OH","Cancelled"
"https://www.musicfestivalwizard.com/festivals/rolling-loud-miami-2020/","Rolling Loud Miami 2020","Miami, FL","Cancelled"
"https://www.musicfestivalwizard.com/festivals/form-arcosanti-festival-2020/","FORM Arcosanti Festival 2020","Arcosanti, AZ","Cancelled"
"https://www.musicfestivalwizard.com/festivals/shaky-beats-festival-2020/","Shaky Beats Festival 2020","Atlanta, GA","Cancelled"
"https://www.musicfestivalwizard.com/festivals/domefest-2020/","Domefest 2020","Masontown, WV","Cancelled"
"https://www.musicfestivalwizard.com/festivals/fishermans-village-music-festival-2020/","Fisherman’s Village Music Festival 2020","Everett, WA","Cancelled"
"https://www.musicfestivalwizard.com/festivals/joshua-tree-festival-spring-2020/","Joshua Tree Festival Spring 2020","Joshua Tree, CA","Cancelled"
"https://www.musicfestivalwizard.com/festivals/hangout-fest-2020/","Hangout Fest 2020","Gulf Shores, AL","Cancelled"
"https://www.musicfestivalwizard.com/festivals/sonic-temple-2020/","Sonic Temple 2020","Columbus, OH","Cancelled"
"https://www.musicfestivalwizard.com/festivals/hipnic-2020/","Hipnic 2020","Big Sur, CA","Postponed"
